id,a_reputation,creationdate
"3302647","1069","2014-02-12 16:51:59"
"3305116","3777","2014-02-13 08:23:15"
"3306395","316","2014-02-13 14:16:50"
"3309790","133287","2014-02-14 10:10:08"
"3310759","492","2014-02-14 15:10:17"
"3314581","41","2014-02-15 22:12:27"
"3314735","337","2014-02-15 23:37:22"
"3315593","374","2014-02-16 09:08:37"
"3315779","3013","2014-02-16 11:08:25"
"3321356","602","2014-02-18 01:08:50"
"3322400","9687","2014-02-18 08:07:54"
"3324556","9880","2014-02-18 17:15:54"
"3326506","258","2014-02-19 05:14:05"
"3327652","229","2014-02-19 10:49:56"
"3331488","2272","2014-02-20 06:51:13"
"3336071","362","2014-02-21 07:01:07"
"3336423","17792","2014-02-21 08:58:12"
"3336940","510","2014-02-21 11:18:13"
"3337310","546","2014-02-21 13:05:45"
"3339302","41","2014-02-21 23:21:06"
"3340665","6097","2014-02-22 13:05:34"
"3344003","17557","2014-02-23 18:08:23"
"3348750","4043","2014-02-24 22:23:38"
"3349551","82748","2014-02-25 04:34:46"
"3349937","759","2014-02-25 06:54:38"
"3351882","644","2014-02-25 15:12:13"
"3353729","763","2014-02-26 00:25:46"
"3355271","83","2014-02-26 10:00:45"
"3356808","71","2014-02-26 16:35:48"
"3361501","1569","2014-02-27 16:49:57"
"3361529","931","2014-02-27 17:00:05"
"3361673","111","2014-02-27 17:38:03"
"3364618","3482","2014-02-28 11:36:55"
"3365170","456","2014-02-28 14:12:06"
"3365438","103","2014-02-28 15:22:59"
"3370480","2497","2014-03-02 10:48:43"
"3375629","71","2014-03-03 16:04:20"
"3377559","766","2014-03-04 04:43:22"
"3378901","958","2014-03-04 11:53:36"
"3380137","730","2014-03-04 17:22:02"
"3380679","660","2014-03-04 19:56:32"
"3383213","4154","2014-03-05 11:06:27"
"3385832","312","2014-03-05 23:06:51"
"3386109","30871","2014-03-06 01:22:22"
"3387762","179","2014-03-06 10:56:13"
"3393308","3110","2014-03-07 15:32:15"
"3395198","66324","2014-03-08 04:51:09"
"3395221","21","2014-03-08 05:03:46"
"3396059","358","2014-03-08 12:52:17"
"3401633","219","2014-03-10 11:59:27"
"3402039","13","2014-03-10 13:54:38"
"3402095","13027","2014-03-10 14:13:21"
"3404097","13414","2014-03-11 00:54:57"
"3404637","3931","2014-03-11 05:20:26"
"3405605","2730","2014-03-11 10:14:21"
"3406955","2059","2014-03-11 15:46:50"
"3408155","233","2014-03-11 21:57:55"
"3408572","10044","2014-03-12 01:18:04"
"3408710","738","2014-03-12 02:25:00"
"3410651","36","2014-03-12 12:26:07"
"3412322","15582","2014-03-12 19:06:55"
"3412998","642","2014-03-12 22:56:54"
"3416453","820","2014-03-13 16:47:30"
"3425360","6278","2014-03-16 09:52:21"
"3425536","36124","2014-03-16 11:26:54"
"3429323","6763","2014-03-17 14:51:19"
"3429655","3302","2014-03-17 16:10:36"
"3430807","4184","2014-03-17 21:43:21"
"3432099","26","2014-03-18 07:56:24"
"3434431","152","2014-03-18 18:02:44"
"3435400","11357","2014-03-18 23:21:10"
"3436922","15077","2014-03-19 09:39:13"
"3438226","1376","2014-03-19 15:00:53"
"3440100","1969","2014-03-20 01:04:12"
"3440745","39650","2014-03-20 06:23:48"
"3441009","385","2014-03-20 07:56:26"
"3444240","41193","2014-03-20 22:42:50"
"3445341","620","2014-03-21 07:21:09"
"3445558","425","2014-03-21 08:42:06"
"3445589","1562","2014-03-21 08:50:45"
"3447827","4504","2014-03-21 19:04:52"
"3448419","69818","2014-03-21 23:10:33"
"3448527","44619","2014-03-22 00:33:26"
"3451919","1384","2014-03-23 10:30:29"
"3453727","1423","2014-03-24 01:24:02"
"3453885","416","2014-03-24 03:15:37"
"3454778","46","2014-03-24 09:43:12"
"3454879","13519","2014-03-24 10:09:33"
"3455614","2604","2014-03-24 13:38:21"
"3458559","945","2014-03-25 07:15:39"
"3458563","25","2014-03-25 07:17:42"
"3459145","876","2014-03-25 10:14:02"
"3460686","612","2014-03-25 16:28:57"
"3461718","4204","2014-03-25 21:18:57"
"3466544","588","2014-03-26 23:53:08"
"3467940","1439","2014-03-27 09:35:54"
"3469321","403","2014-03-27 15:36:48"
"3470178","42869","2014-03-27 19:43:24"
"3471144","1454","2014-03-28 03:47:59"
"3474387","472","2014-03-28 21:57:15"
"3475381","6816","2014-03-29 09:00:12"
"3476440","320","2014-03-29 18:40:13"
"3478822","205","2014-03-30 18:50:16"
"3479753","1145","2014-03-31 04:12:31"
"3482140","17109","2014-03-31 17:29:35"
"3484146","6320","2014-04-01 08:15:09"
"3484570","8485","2013-06-17 12:23:05"
"3488649","2077","2014-04-02 09:22:37"
"3489074","3538","2014-04-02 11:14:35"
"3493731","8592","2014-04-03 12:24:21"
"3494013","14083","2014-04-03 13:36:12"
"3495086","1282","2014-04-03 18:12:02"
"3499602","79","2014-04-04 20:11:24"
"3501422","825","2014-04-05 14:44:45"
"3501546","6527","2014-04-05 15:38:56"
"3505020","515","2014-04-07 02:01:38"
"3510195","1555","2014-04-08 09:12:56"
"3510410","13989","2014-04-08 10:04:41"
"3510736","61714","2014-04-08 11:35:46"
"3511459","4950","2014-04-08 14:36:51"
"3512216","12833","2014-04-08 17:44:59"
"3517383","6697","2014-04-09 23:15:47"
"3517635","3134","2014-04-10 01:48:45"
"3518452","23585","2014-04-10 07:49:28"
"3518585","2022","2014-04-10 08:31:59"
"3519811","1084","2014-04-10 13:59:12"
"3522312","119321","2014-04-11 06:08:17"
"3526631","712","2014-04-12 11:24:30"
"3526940","393","2014-04-12 14:17:02"
"3527297","38453","2014-04-12 17:00:41"
"3530129","47338","2014-04-13 23:09:56"
"3536236","18029","2014-04-15 13:48:00"
"3537677","3483","2014-01-11 19:57:40"
"3537906","307","2014-04-15 22:06:11"
"3538012","57504","2014-04-15 23:02:12"
"3540698","499","2014-04-16 10:15:17"
"3545273","108736","2014-04-17 12:25:02"
"3546872","188","2014-04-17 20:50:20"
"3553029","91","2014-04-20 01:59:25"
"3553167","5766","2014-04-20 04:12:27"
"3553640","1719","2014-04-20 09:58:58"
"3555092","421","2014-04-21 00:26:38"
"3555845","36981","2014-04-21 07:33:11"
"3556378","4366","2014-04-21 10:58:35"
"3558960","63526","2014-04-22 05:03:02"
"3559066","133","2014-04-22 05:47:24"
"3559735","871","2014-04-22 09:15:59"
"3565910","2756","2014-04-23 18:28:16"
"3565967","141","2014-04-23 18:50:46"
"3574081","115454","2014-04-25 18:19:12"
"3574490","271","2014-04-25 20:46:58"
"3574819","29000","2014-04-25 23:43:13"
"3577183","1","2014-04-26 23:09:57"
"3577235","4424","2014-04-26 23:53:09"
"3582146","446","2014-04-28 16:14:37"
"3583182","42552","2014-04-28 22:35:12"
"3587570","543","2014-04-30 02:32:52"
"3588161","3685","2014-04-30 07:05:38"
"3591528","5979","2014-05-01 02:43:09"
"3593228","48","2014-05-01 15:28:45"
"3593310","874","2014-05-01 15:48:44"
"3593811","9526","2014-05-01 18:33:22"
"3593996","90827","2014-05-01 19:39:59"
"3594858","2252","2014-05-02 02:57:06"
"3595291","816","2014-05-02 07:01:43"
"3598756","26738","2014-05-03 09:22:01"
"3603681","23730","2014-05-05 09:18:11"
"3604745","18745","2014-05-05 14:48:58"
"3606757","141","2014-05-06 05:41:13"
"3616402","111","2014-05-08 12:18:43"
"3618119","488","2014-05-08 20:21:48"
"3620275","1082","2012-04-23 10:35:43"
"3621140","1030","2014-05-09 16:11:55"
"3621494","4283","2014-05-09 18:06:49"
"3622813","6960","2014-05-10 07:55:40"
"3623379","1037","2014-05-10 13:25:40"
"3628806","1509","2014-05-12 14:02:30"
"3630869","582","2014-05-13 04:04:13"
"3633742","17661","2014-05-13 18:01:45"
"3634398","2552","2014-05-13 22:02:35"
"3636601","58315","2014-05-14 12:20:09"
"3641043","5449","2014-05-15 13:34:14"
"3647096","104","2014-05-17 07:57:55"
"3650976","1174","2014-05-19 01:10:48"
"3651607","24609","2014-05-19 07:06:12"
"3653346","387","2014-05-19 15:48:44"
"3654184","1102","2014-05-19 20:42:31"
"3658314","377","2014-05-20 20:33:21"
"3661996","874","2014-05-21 17:51:36"
"3666197","25969","2014-05-22 17:36:09"
"3668368","1266","2014-05-23 09:39:45"
"3671495","2749","2014-05-24 10:28:47"
"3672015","88","2014-05-24 15:46:00"
"3672071","2163","2014-05-24 16:16:57"
"3672723","46","2014-05-24 23:14:01"
"3674510","306","2014-05-25 21:07:42"
"3678068","12140","2014-05-27 01:55:52"
"3678336","26","2014-05-27 04:53:56"
"3678653","55","2014-05-27 06:55:51"
"3680831","15013","2014-05-27 17:36:45"
"3681572","3102","2014-05-27 22:05:48"
"3681985","829","2014-05-28 02:46:58"
"3682565","1560","2014-05-28 07:22:26"
"3684343","6683","2014-05-28 15:34:24"
"3684882","20337","2014-05-28 18:19:24"
"3684883","1309","2014-05-28 18:19:56"
"3689202","3","2014-05-29 20:59:03"
"3690024","7971","2014-05-30 05:09:23"
"3690846","7801","2014-05-30 10:08:01"
"3693388","1058","2014-05-31 03:44:17"
"3694355","432","2014-05-31 13:54:03"
"3696914","1705","2014-06-01 14:14:44"
"3696992","11","2014-06-01 14:53:16"
"3697011","22600","2014-06-01 15:06:08"
"3698714","855","2014-06-02 09:08:19"
"3704054","1019","2014-06-03 17:05:25"
"3711162","31347","2014-06-05 12:33:43"
"3711213","2120","2014-06-05 12:49:52"
"3711660","1065","2014-06-05 14:38:18"
"3711864","309","2014-06-05 15:29:08"
"3714897","593","2014-06-06 11:38:32"
"3715435","4489","2014-06-06 14:23:39"
"3718878","9997","2014-06-08 02:41:28"
"3722367","122","2014-06-09 12:46:59"
"3723423","49226","2014-06-09 18:23:16"
"3724866","885","2014-06-10 06:42:53"
"3725142","2541","2014-06-10 08:15:24"
"3730019","136","2014-06-11 12:24:10"
"3730754","140041","2014-06-11 15:31:49"
"3732210","336","2014-06-12 00:29:05"
"3735778","57","2014-06-12 21:46:23"
"3736955","6868","2014-06-13 08:17:01"
"3741033","23","2014-06-14 19:18:38"
"3741589","5168","2014-06-15 03:41:58"
"3746375","2558","2014-06-16 20:56:52"
"3747990","27038","2014-06-17 10:02:49"
"3748349","36718","2014-06-17 11:51:56"
"3749550","10258","2014-06-17 17:16:12"
"3750462","2482","2014-06-17 23:15:09"
"3751431","2229","2014-06-18 07:38:18"
"3751615","1439","2014-06-18 08:25:47"
"3753273","6582","2014-06-18 15:45:27"
"3756358","3821","2014-06-19 12:02:38"
"3756469","677","2014-06-19 12:34:48"
"3757139","1210","2014-06-19 15:30:44"
"3760656","36","2014-06-20 15:01:18"
"3761982","2334","2014-06-21 01:43:21"
"3763362","819","2014-06-21 17:33:48"
"3764280","504","2014-06-22 07:51:42"
"3764814","45689","2014-06-22 13:44:38"
"3765339","11","2014-06-22 19:08:37"
"3776269","5237","2014-06-25 17:14:31"
"3778137","1310","2014-06-26 06:52:00"
"3778831","121","2014-06-26 10:09:24"
"3778977","3","2014-06-26 10:50:59"
"3780285","41","2014-06-26 16:47:31"
"3780436","56","2014-06-26 17:39:01"
"3780494","25531","2014-06-26 18:00:28"
"3783565","890","2014-06-27 14:25:51"
"3786163","95","2014-06-28 14:58:34"
"3789460","998","2014-06-30 08:00:43"
"3791372","3709","2014-06-30 18:18:12"
"3792130","121","2014-07-01 00:36:45"
"3792278","329","2014-07-01 02:29:16"
"3793448","6010","2014-07-01 10:19:31"
"3793589","398","2014-07-01 11:03:05"
"3795594","2333","2014-07-01 22:04:30"
"3796113","28140","2014-07-02 03:54:10"
"3798126","1044","2014-07-02 14:26:36"
"3799400","116","2014-07-02 21:25:19"
"3805262","17259","2014-07-04 11:10:04"
"3814939","81","2014-07-08 05:32:14"
"3819269","183","2014-07-09 07:12:33"
"3826372","33319","2014-07-10 16:34:31"
"3828581","2737","2014-07-11 08:24:34"
"3830570","21","2014-07-11 18:31:09"
"3832970","422688","2014-07-12 19:17:14"
"3837231","4206","2014-07-14 14:05:07"
"3837512","396","2014-07-14 15:21:03"
"3837541","301","2014-07-14 15:31:22"
"3846656","116","2014-07-16 20:23:50"
"3850595","24081","2014-07-17 19:42:44"
"3852595","17653","2014-07-18 10:26:43"
"3856986","771","2014-07-20 01:16:26"
"3857384","4650","2014-07-20 07:15:56"
"3857942","37590","2014-07-20 13:27:26"
"3860192","46","2014-07-21 10:00:26"
"3860673","121","2014-07-21 12:21:54"
"3871693","21","2014-07-24 06:44:57"
"3874503","1164","2014-07-24 19:49:20"
"3875159","1297","2014-07-25 00:58:28"
"3876138","2769","2014-07-25 08:26:12"
"3876141","1067","2014-07-25 08:26:45"
"3876260","638","2014-07-25 09:04:35"
"3883560","19329","2014-07-28 08:39:15"
"3885008","5981","2014-07-28 16:42:39"
"3887516","39966","2014-07-29 11:37:47"
"3888200","153","2014-07-29 14:55:02"
"3895960","20325","2014-07-31 14:00:28"
"3896066","802","2014-07-31 14:27:52"
"3896300","3959","2014-07-31 15:30:22"
"3897747","1046","2014-08-01 01:26:03"
"3900816","141","2014-08-01 20:47:09"
"3901691","2552","2014-08-02 08:33:16"
"3903477","47","2014-08-03 07:19:04"
"3903832","6841","2014-08-03 11:54:15"
"3906056","263","2014-08-04 09:37:00"
"3906760","26332","2014-08-04 13:07:29"
"3908703","93","2014-08-05 02:49:28"
"3909000","1305","2014-08-05 05:34:33"
"3918310","51","2014-08-07 12:10:25"
"3920017","1054","2014-08-07 20:47:39"
"3927911","2744","2014-08-10 23:13:28"
"3928385","10872","2014-08-11 05:31:45"
"3928823","221","2014-08-11 08:19:26"
"3933089","19330","2014-08-12 11:09:42"
"3936578","3461","2014-08-13 08:40:58"
"3939644","103","2014-08-14 02:13:55"
"3940126","2402","2014-08-14 06:07:30"
"3941291","4388","2012-12-27 23:41:28"
"3941955","466","2014-08-14 15:22:20"
"3942918","21730","2014-08-14 21:16:43"
"3943312","73954","2014-08-15 01:30:26"
"3944599","61","2014-08-15 13:05:07"
"3955736","145","2014-08-19 09:40:09"
"3955840","105","2014-08-19 10:06:28"
"3956070","36482","2014-08-19 11:10:24"
"3959454","36909","2014-08-20 08:56:51"
"3962537","13193","2014-08-21 03:14:02"
"3963067","16300","2014-08-21 07:14:15"
"3968703","3576","2014-08-22 16:27:16"
"3968921","2776","2014-08-22 17:37:54"
"3969381","26","2014-08-22 20:42:17"
"3971417","1017","2014-08-23 19:24:13"
"3973051","2323","2014-08-24 16:00:40"
"3975480","5011","2014-08-25 13:03:11"
"3977061","30921","2014-08-25 23:35:56"
"3978127","66","2014-08-26 08:25:39"
"3980331","5396","2014-08-26 18:54:33"
"3985859","2325","2014-08-28 08:13:34"
"3986005","8781","2014-08-28 08:56:15"
"3986235","1706","2014-08-28 09:55:28"
"3988342","26","2014-08-28 21:32:53"
"3989931","3037","2014-08-29 10:59:13"
"3990767","6846","2014-08-29 15:55:55"
"3992215","407","2014-08-30 06:39:31"
"3993555","432","2014-08-30 20:45:53"
"3995972","3268","2014-09-01 04:39:57"
"3999000","1438","2014-09-02 04:28:10"
"4003419","18600","2014-09-03 09:13:34"
"4004002","2461","2014-09-03 12:16:31"
"4005529","374","2014-09-03 19:56:53"
"4009140","699","2014-09-04 18:27:45"
"4012230","101","2014-09-05 14:49:24"
"4015449","3240","2014-09-06 21:34:27"
"4016380","937","2014-09-07 10:50:10"
"4017815","302","2014-09-08 02:48:48"
"4025071","1077","2014-09-10 02:32:53"
"4025095","15066","2014-09-10 02:42:51"
"4032222","1315","2014-09-11 18:26:03"
"4032703","9423","2014-09-11 21:33:03"
"4044998","4239","2014-09-16 05:39:44"
"4046031","735","2014-09-16 11:04:37"
"4046105","880","2014-09-16 11:25:56"
"4046561","2282","2014-09-16 13:23:00"
"4048899","11","2014-09-17 04:57:46"
"4051291","181","2014-09-17 16:27:57"
"4054878","726","2014-09-18 14:30:03"
"4059001","321","2014-09-19 15:39:55"
"4061130","76","2014-09-20 11:57:13"
"4064444","143","2014-09-21 21:34:20"
"4065269","2562","2014-09-22 06:14:59"
"4067232","1038","2014-09-22 15:41:41"
"4067821","237","2014-09-22 18:50:53"
"4068476","1797","2014-09-22 23:38:17"
"4074715","21127","2014-09-24 12:32:48"
"4086042","464","2014-09-27 12:45:23"
"4086963","348","2014-09-27 21:15:08"
"4088642","1791","2014-09-28 16:02:58"
"4091182","828","2014-09-29 12:34:04"
"4094779","135","2014-09-30 11:41:27"
"4099491","212","2014-10-01 15:47:51"
"4099593","37187","2014-10-01 16:14:48"
"4102333","67","2014-10-02 12:17:14"
"4102977","3360","2014-10-02 15:31:23"
"4104728","5148","2014-10-03 04:25:24"
"4110406","1681","2014-10-05 11:42:20"
"4114782","1523","2014-10-06 20:27:59"
"4115438","327","2014-10-07 02:24:40"
"4117075","2035","2014-10-07 12:14:17"
"4117203","478","2014-10-07 12:46:36"
"4118693","714","2014-10-07 19:55:44"
"4120524","2059","2014-10-08 09:12:58"
"4121487","406","2014-10-08 13:31:20"
"4124076","3222","2014-10-09 06:31:54"
"4125191","30928","2014-10-09 12:09:11"
"4128833","3372","2014-10-10 09:41:15"
"4131059","9475","2014-10-10 22:38:35"
"4132029","546","2014-10-11 09:58:22"
"4132310","124","2014-10-11 12:42:11"
"4134321","1041","2014-10-12 11:30:35"
"4136507","726","2014-10-13 07:53:47"
"4137330","87","2014-10-13 11:58:53"
"4137916","22115","2014-10-13 14:36:04"
"4138339","5504","2014-10-13 16:37:08"
"4140346","11121","2014-10-14 07:19:12"
"4140742","26","2014-10-14 09:02:41"
"4142924","29838","2014-10-14 19:24:19"
"4143268","115","2014-10-14 21:24:48"
"4144758","688","2014-10-15 08:40:48"
"4148211","4527","2014-10-16 04:38:31"
"4148708","17386","2014-10-16 07:35:18"
"4148882","551","2014-10-16 08:31:16"
"4152976","2406","2014-10-17 09:11:58"
"4153464","1037","2014-10-17 11:53:05"
"4159369","494","2014-10-19 17:25:42"
"4163092","17328","2014-10-20 18:11:37"
"4163162","2910","2014-10-20 18:35:47"
"4168837","329","2014-10-22 07:04:17"
"4175122","91","2014-10-23 18:41:07"
"4182275","3440","2014-10-26 05:42:11"
"4182929","21","2014-10-26 13:08:37"
"4185234","16339","2014-10-27 09:24:29"
"4188894","3818","2014-10-28 07:55:49"
"4191629","4182","2014-10-28 20:46:37"
"4192931","4665","2014-10-29 06:57:20"
"4192965","167","2014-10-29 07:11:25"
"4195561","2621","2014-10-29 19:04:52"
"4195825","1873","2014-10-29 20:31:08"
"4197783","508","2014-10-30 09:53:11"
"4199833","914","2014-10-30 18:52:18"
"4202470","443","2014-10-31 12:30:42"
"4206306","962","2014-11-01 22:52:41"
"4208554","640","2014-11-02 22:26:45"
"4212372","608","2014-11-04 00:14:57"
"4213662","6102","2014-11-04 09:45:28"
"4215791","15638","2014-11-04 19:16:24"
"4217605","1848","2014-11-05 07:59:08"
"4222229","86","2014-11-06 09:38:51"
"4222577","121","2014-11-06 11:06:36"
"4226980","311","2014-11-07 12:37:58"
"4228275","6416","2014-11-07 19:03:45"
"4230618","16358","2014-11-08 16:37:54"
"4237701","38609","2014-11-11 00:26:05"
"4240995","1896","2014-11-11 19:20:05"
"4244956","526","2014-11-12 17:10:34"
"4244993","7658","2014-11-12 17:21:06"
"4248328","64254","2014-11-13 13:05:43"
"4250600","121","2014-11-14 01:21:23"
"4251546","10606","2014-11-14 08:19:25"
"4253229","15444","2014-11-14 16:11:41"
"4257303","1050","2014-11-16 05:06:14"
"4259027","1849","2014-11-16 21:30:05"
"4263190","311","2014-11-17 22:43:05"
"4264493","111","2014-11-18 08:00:46"
"4267244","22588","2014-11-18 20:31:01"
"4268678","31","2014-11-19 06:34:36"
"4269268","578","2014-11-19 09:41:47"
"4270994","1279","2014-11-19 16:50:19"
"4271479","2727","2014-11-19 19:16:12"
"4271923","14589","2014-11-19 21:39:21"
"4272438","730","2014-11-20 01:23:26"
"4277293","1404","2014-11-21 06:00:48"
"4279704","2674","2014-11-21 18:05:24"
"4281182","1870","2014-11-22 07:38:14"
"4281641","301","2014-11-22 12:00:44"
"4291698","532","2014-11-25 12:27:37"
"4296944","2739","2014-11-26 17:02:20"
"4299560","11226","2014-11-27 10:07:52"
"4303651","283","2014-11-28 12:11:34"
"4304120","991","2014-11-28 14:48:52"
"4304188","18083","2014-11-28 15:14:18"
"4308669","153","2014-11-30 12:55:55"
"4309786","239","2014-11-30 22:45:21"
"4312762","231","2014-12-01 18:18:58"
"4313615","1426","2014-12-01 23:26:12"
"4318342","392","2014-12-03 03:30:27"
"4323648","30838","2014-12-04 09:02:29"
"4325010","3251","2014-12-04 15:16:02"
"4327861","7066","2014-12-05 08:29:53"
"4328316","1515","2014-12-05 10:37:30"
"4328449","859","2014-12-05 11:14:26"
"4332075","4079","2013-07-23 04:03:10"
"4333347","6622","2014-12-07 02:12:54"
"4333555","22989","2014-12-07 04:45:00"
"4348811","934","2014-12-11 06:59:53"
"4349838","1360","2014-12-11 11:52:12"
"4351227","11","2014-12-11 18:20:08"
"4354249","7466","2014-12-12 13:41:43"
"4354477","31671","2014-12-12 14:43:13"
"4354883","1749","2014-12-12 16:41:10"
"4356402","54","2014-12-13 06:23:55"
"4356952","358","2014-12-13 12:10:26"
"4359125","427","2014-12-14 10:17:30"
"4360419","2538","2014-12-14 21:41:49"
"4361878","21","2014-12-15 10:08:21"
"4364303","12646","2014-12-15 23:19:20"
"4365531","26","2014-12-16 08:32:15"
"4366415","1349","2014-12-16 12:52:27"
"4367129","656","2014-12-16 16:20:01"
"4367636","382","2014-12-16 19:03:21"
"4367864","5341","2014-12-16 20:28:51"
"4368869","347","2014-12-17 04:47:36"
"4369561","452","2014-12-17 09:13:32"
"4373000","671","2014-12-18 06:01:55"
"4379609","1526","2014-12-19 23:59:03"
"4382274","430","2014-12-21 09:11:01"
"4385895","18375","2014-12-22 16:30:11"
"4385913","14548","2014-12-22 16:36:04"
"4389800","17786","2014-12-23 20:13:56"
"4390699","2303","2014-12-24 05:54:42"
"4391014","26","2014-12-24 08:13:26"
"4391177","7155","2014-12-24 09:22:45"
"4394382","2743","2014-12-25 20:35:59"
"4396736","481","2014-12-26 21:21:11"
"4401077","46","2014-12-29 04:44:53"
"4402646","553","2014-12-29 15:32:57"
"4405061","71","2014-12-30 10:37:37"
"4405343","695","2014-12-30 12:14:10"
"4405757","13106","2014-12-30 14:51:39"
"4424957","4401","2015-01-06 17:52:59"
"4425643","1197","2015-01-06 21:54:46"
"4429146","127","2015-01-07 14:11:50"
"4433386","26306","2015-01-08 14:55:33"
"4433653","393","2015-01-08 16:03:48"
"4433969","891","2015-01-08 17:27:45"
"4434234","9777","2015-01-08 18:52:56"
"4436193","51","2015-01-09 09:10:33"
"4442806","38","2015-01-11 17:16:52"
"4446356","321","2014-02-02 10:45:23"
"4446383","4860","2015-01-12 17:40:38"
"4448440","955","2015-01-13 08:37:31"
"4451196","74","2015-01-13 22:30:39"
"4459695","3532","2015-01-15 23:21:11"
"4463452","598","2015-01-16 22:57:24"
"4464871","10591","2015-01-17 14:08:39"
"4465028","1837","2015-01-17 15:30:39"
"4465208","61349","2015-01-17 16:54:35"
"4465972","117","2015-01-18 00:25:59"
"4468969","2395","2015-01-19 07:19:14"
"4469069","1","2015-01-19 07:52:45"
"4471071","110","2015-01-19 17:34:58"
"4471578","56","2015-01-19 20:48:31"
"4472375","166","2015-01-20 03:46:06"
"4474419","11451","2015-01-20 14:35:13"
"4475581","31","2015-01-20 20:04:36"
"4476093","452","2015-01-20 23:24:58"
"4477684","5693","2015-01-21 10:04:34"
"4481395","1731","2015-01-22 07:09:10"
"4482696","629","2015-01-22 13:14:43"
"4483113","1298","2015-01-22 14:58:06"
"4483857","1063","2015-01-22 18:35:09"
"4484132","1036","2015-01-22 19:57:58"
"4484822","18872","2015-01-23 01:00:35"
"4486699","2444","2015-01-23 12:42:01"
"4491743","4610","2015-01-25 10:43:36"
"4494278","610","2015-01-26 09:41:25"
"4497253","6275","2015-01-27 04:49:55"
"4497840","2260","2015-01-27 08:31:01"
"4505594","1798","2015-01-29 02:47:33"
"4505712","8664","2015-01-29 03:49:54"
"4508432","2755","2015-01-29 17:12:23"
"4508593","2909","2015-01-29 17:59:06"
"4512948","5545","2015-01-30 20:23:08"
"4514250","683","2015-01-31 09:47:49"
"4515408","2331","2015-01-31 19:40:04"
"4515613","724","2015-01-31 21:38:46"
"4516217","763","2015-02-01 05:00:01"
"4516316","5210","2015-02-01 06:18:18"
"4517878","4991","2015-02-01 20:39:33"
"4518274","39321","2015-02-02 00:41:25"
"4525976","905","2015-02-03 20:44:48"
"4526423","301","2015-02-03 23:37:50"
"4528039","5393","2015-02-04 10:02:49"
"4530326","2532","2015-02-04 20:31:12"
"4532098","191","2015-02-05 08:58:31"
"4534078","430","2015-02-05 17:30:43"
"4535200","19412","2015-02-05 23:58:26"
"4537662","1335","2015-02-06 14:45:17"
"4538344","8601","2015-02-06 17:58:00"
"4540108","131","2015-02-07 08:57:22"
"4540610","26","2015-02-07 13:22:44"
"4542475","125","2015-02-08 07:31:35"
"4543733","500","2015-02-08 18:06:41"
"4544484","133","2015-02-09 00:38:40"
"4544699","485","2015-02-09 03:06:30"
"4547701","10820","2015-02-09 19:27:20"
"4550024","1313","2015-02-10 10:37:35"
"4551041","10336","2015-02-10 15:08:45"
"4554009","818","2015-02-11 09:08:40"
"4559116","957","2015-02-12 11:44:22"
"4560142","12212","2015-02-12 16:10:31"
"4563737","76","2015-02-13 13:55:45"
"4569307","7906","2015-02-15 17:07:39"
"4574463","2447","2015-02-17 06:29:47"
"4575661","377","2015-02-17 13:38:20"
"4577158","4094","2012-12-09 00:51:11"
"4578345","670","2015-02-18 06:30:08"
"4581301","26690","2015-02-18 20:27:22"
"4581502","635","2015-02-18 21:35:50"
"4583548","649","2015-02-19 11:19:33"
"4586021","4676","2015-02-19 22:35:44"
"4587277","1230","2015-02-20 08:57:47"
"4588511","301","2015-02-20 14:59:14"
"4592338","3238","2015-02-21 21:02:25"
"4593267","83024","2015-02-22 08:32:59"
"4593847","1216","2015-02-22 14:12:00"
"4595675","27944","2015-02-23 05:36:25"
"4600470","238","2015-02-24 09:27:53"
"4600983","1661","2015-02-24 11:40:28"
"4603670","25701","2015-02-25 01:31:27"
"4606734","15631","2015-02-25 16:48:40"
"4619678","3431","2015-03-01 07:50:21"
"4623317","1078","2015-03-02 12:08:30"
"4624683","2344","2015-03-02 18:48:11"
"4625505","572","2015-03-02 23:12:09"
"4625526","5423","2015-03-02 23:22:13"
"4627276","3581","2015-03-03 10:40:16"
"4629810","8720","2015-03-03 22:19:43"
"4630325","2982","2015-03-04 02:49:53"
"4632537","3760","2015-03-04 14:24:21"
"4632926","1264","2015-03-04 15:59:01"
"4632987","206","2015-03-04 16:15:40"
"4633506","395","2015-03-04 18:20:00"
"4635537","2074","2015-03-05 07:06:01"
"4640209","17719","2015-03-06 09:19:22"
"4645196","26","2015-03-07 20:50:00"
"4650372","78","2015-03-09 15:24:45"
"4651112","1748","2015-03-09 18:53:43"
"4654297","635","2015-03-10 14:13:48"
"4656786","896","2015-03-11 04:33:53"
"4656794","149","2015-03-11 04:38:00"
"4659704","23","2015-03-11 17:40:55"
"4662759","21289","2015-03-12 12:16:07"
"4668220","810","2015-03-13 16:36:51"
"4668606","12301","2015-03-13 18:44:34"
"4677579","375","2015-03-16 17:54:43"
"4679661","3565","2015-03-17 08:10:37"
"4683460","2208","2015-03-18 03:07:53"
"4683856","51","2015-03-18 06:10:56"
"4687135","12053","2015-03-18 20:26:43"
"4691279","10583","2015-03-19 18:51:36"
"4699030","491","2015-03-22 05:47:22"
"4700966","160","2015-03-22 21:57:09"
"4706222","620","2015-01-15 04:44:43"
"4706785","31362","2015-03-24 09:44:18"
"4708017","91","2015-03-24 15:01:20"
"4709839","1218","2015-03-25 00:10:06"
